what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395093485844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395093547604
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1395093547789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395093549388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395093588940
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395093588965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395093590100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395093597403
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395093599990
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395093639787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395093668492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395093735172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395093740779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395093777452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395093780099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395093793147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395093797028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395093819699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395094135963
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1395094139080
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1395094139093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1395094140450
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395094148982
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1395094148998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395094154058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395094196554
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395094196587
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395094199412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395094229401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395094232432
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395094242045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395094245441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395094359347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395094373377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395094561818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395094563587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395094644242
